김재현, 삼성, 0.233, 0.171, 0.261, 0.171, 0.432, 0.220, -0.39
윤완주, KIA, 0.185, 0.171, 0.189, 0.286, 0.475, 0.201, -0.39
루츠, 두산, 0.100, 0.111, 0.172, 0.222, 0.394, 0.180, -0.41
안정광, SK, 0.167, 0.105, 0.105, 0.105, 0.210, 0.095, -0.41
김주형, KIA, 0.288, 0.229, 0.273, 0.337, 0.610, 0.270, -0.43
김용의, LG, 0.323, 0.251, 0.347, 0.292, 0.639, 0.302, -0.46
임훈, SK, 0.263, 0.217, 0.304, 0.232, 0.536, 0.261, -0.46
이성열, 넥센, 0.333, 0.231, 0.286, 0.231, 0.517, 0.247, -0.47
김민혁, kt, 0.341, 0.276, 0.343, 0.327, 0.670, 0.308, -0.48
김사연, kt, 0.349, 0.254, 0.306, 0.386, 0.692, 0.303, -0.50
정진호, 두산, 0.254, 0.234, 0.302, 0.383, 0.685, 0.300, -0.50
이은총, KIA, 0.214, 0.171, 0.216, 0.200, 0.416, 0.195, -0.50
장민석, 두산, 0.244, 0.189, 0.290, 0.226, 0.516, 0.253, -0.51
임재철, 롯데, 0.200, 0.154, 0.267, 0.250, 0.517, 0.248, -0.51
문선재, LG, 0.279, 0.226, 0.310, 0.368, 0.678, 0.303, -0.53
신명철, kt, 0.271, 0.209, 0.340, 0.299, 0.639, 0.299, -0.53
김태훈, kt, 0.296, 0.209, 0.205, 0.302, 0.507, 0.214, -0.53
우동균, 삼성, 0.250, 0.208, 0.296, 0.264, 0.560, 0.267, -0.55
최승준, LG, 0.100, 0.077, 0.194, 0.077, 0.271, 0.156, -0.56
김다원, KIA, 0.314, 0.245, 0.318, 0.343, 0.661, 0.299, -0.59
이호신, KIA, 0.200, 0.140, 0.254, 0.160, 0.414, 0.214, -0.59
김지수, 넥센, 0.292, 0.235, 0.292, 0.288, 0.580, 0.267, -0.61
김대륙, 롯데, 0.216, 0.148, 0.246, 0.148, 0.394, 0.206, -0.62
