3.13,13:00,SK,7:1,kt, 밴와트, 김상현, 유한준, 강승훈, 마르테, 김민혁, 박기혁, 문상철, 심우준, 이대형, 김종민, 김사연, 하준호, 김연훈, 남태혁, None, None, None, None, None, 박종훈, 유서준, 최정, 박정권, 이현석, 조성모, 고메즈, 김동엽, 정의윤, 최승준, 이재원, 김성현, 김강민, 조동화, 김재현, 이명기, None, None, None, None
3.13,13:00,삼성,8:1,한화, 김용주, 로사리오, 신성현, 장민석, 김태균, 권용관, 이성열, 이동훈, 강경학, 이용규, 허도환, 정현석, 정근우, 최진행, None, None, None, None, None, None, 웹스터, 최선호, 발디리스, 이흥련, 최형우, 이승엽, 김재현, 최민구, 구자욱, 박해민, 성의준, 배영섭, 이지영, 백상원, 김상수, None, None, None, None, None
3.13,13:00,넥센,12:3,KIA, 지크, 신범수, 김원섭, 김주형, 이범호, 김호령, 김민우, 필, 이홍구, 이진영, 오준혁, 윤완주, 최원준, 최병연, 김다원, 백용환, 이호신, 나지완, None, None, 코엘로, 장시윤, 김하성, 허정협, 박정음, 고종욱, 윤석민, 임병욱, 송성문, 이택근, 대니돈, 박동원, 서건창, 김민성, 장영석, 유재신, None, None, None, None
3.15,13:00,LG,2:4,한화, 김재영, 로사리오, 신성현, 장민석, 차일목, 김태균, 이성열, 강경학, 정근우, 이용규, 최진행, None, None, None, None, None, None, None, None, None, 소사, 양석환, 이병규, 박재욱, 손주인, 강승호, 안익훈, 채은성, 윤진호, 문선재, 강병의, 이형종, 김재율, 유강남, None, None, None, None, None, None
3.15,13:00,NC,5:6,KIA, 김윤동, 김원섭, 김주형, 이범호, 김호령, 김민우, 박진두, 황대인, 필, 오준혁, 고영우, 백용환, 이호신, 나지완, None, None, None, None, None, None, 해커, 이종욱, 지석훈, 손시헌, 박석민, 이재율, 용덕한, 윤병호, 김성욱, 테임즈, 나성범, 강민국, 김태군, 김종호, 박민우, 이호준, None, None, None, None
3.15,13:00,두산,8:3,롯데, 린드블럼, 문규현, 안중열, 아두치, 최준석, 박종윤, 김준태, 김재유, 오승택, 정훈, 박헌도, 오현근, 손아섭, 황재균, 김대우, 이여상, 손용석, None, None, None, 니퍼트, 에반스, 양의지, 김재호, 오재원, 국해성, 민병헌, 오재일, 허경민, 정수빈, None, None, None, None, None, None, None, None, None, None
3.15,13:00,SK,6:4,넥센, 박주현, 장시윤, 김하성, 박정음, 허정협, 고종욱, 임병욱, 윤석민, 김재현, 송성문, 이택근, 강지광, 박동원, 서건창, 김민성, 장영석, 박윤, None, None, None, 문광은, 정의윤, 최정, 박정권, 최승준, 이재원, 김성현, 김강민, 이현석, 이명기, 고메즈, None, None, None, None, None, None, None, None, None
3.15,13:00,삼성,4:5,kt, 마리몬, 김상현, 배병옥, 유한준, 강승훈, 마르테, 박기혁, 문상철, 박경수, 심우준, 이대형, 김종민, 윤요섭, 김사연, 하준호, 김연훈, None, None, None, None, 정인욱, 발디리스, 이흥련, 최형우, 박한이, 이승엽, 김재현, 구자욱, 박해민, 성의준, 이성규, 배영섭, 이지영, 백상원, 김상수, 이영욱, None, None, None, None
3.17,13:00,LG,5:6,kt, 정성곤, 김상현, 배병옥, 유한준, 강승훈, 박기혁, 마르테, 김민혁, 문상철, 박경수, 심우준, 김종민, 김동명, 윤요섭, 김사연, 하준호, 김연훈, None, None, None, 윤지웅, 양석환, 이병규, 정상호, 박재욱, 손주인, 강승호, 안익훈, 채은성, 홍창기, 윤진호, 문선재, 강병의, 이형종, 김용의, 유강남, 백창수, None, None, None
3.17,13:00,NC,2:2,롯데, 고원준, 문규현, 안중열, 최준석, 아두치, 박종윤, 김대륙, 오승택, 박헌도, 손아섭, 황재균, 이여상, 손용석, 김주현, 김문호, None, None, None, None, None, 이민호, 나성범, 김태군, 이종욱, 지석훈, 박민우, 손시헌, 박석민, 이호준, 윤병호, 김준완, 김성욱, 테임즈, None, None, None, None, None, None, None
3.17,13:00,두산,7:1,넥센, 양훈, 박동원, 김민성, 장영석, 김하성, 고종욱, 임병욱, 윤석민, 송성문, 이택근, 박윤, 강지광, None, None, None, None, None, None, None, None, 보우덴, 에반스, 김재호, 박세혁, 류지혁, 서예일, 오재일, 조수행, 허경민, 정수빈, 정진호, 양의지, 최주환, 박건우, 오재원, 민병헌, 이우성, None, None, None
3.17,13:00,SK,7:4,한화, 송창식, 로사리오, 신성현, 장민석, 차일목, 김태균, 이성열, 강경학, 정근우, 이용규, 최진행, None, None, None, None, None, None, None, None, None, 켈리, 유서준, 최정, 박정권, 최정민, 이진석, 이대수, 조성모, 김동엽, 정의윤, 최승준, 이재원, 김재현, 조동화, 김강민, 이명기, None, None, None, None
3.17,13:00,삼성,9:5,KIA, 임준혁, 김주형, 이범호, 김호령, 김민우, 박진두, 황대인, 윤정우, 이홍구, 오준혁, 박찬호, 고영우, 윤완주, 최병연, 김다원, 백용환, 나지완, None, None, None, 벨레스터, 최선호, 발디리스, 최형우, 이승엽, 박한이, 김재현, 구자욱, 박해민, 성의준, 이성규, 배영섭, 이지영, 백상원, 김상수, 이영욱, None, None, None, None
3.19,13:00,한화,12:20,롯데, 송승준, 이우민, 아두치, 최준석, 박종윤, 김대륙, 강민호, 오승택, 정훈, 박헌도, 오현근, 손아섭, 황재균, 김대우, 이여상, 손용석, 김주현, None, None, None, 안영명, 신성현, 로사리오, 장민석, 김태균, 이성열, 강경학, 이용규, 조인성, 허도환, 황선일, 김태완, 정근우, 최진행, None, None, None, None, None, None
3.19,13:00,KIA,3:6,두산, 노경은, 에반스, 양의지, 최주환, 김재호, 박건우, 오재원, 박세혁, 민병헌, 오재일, 조수행, 정수빈, 이우성, None, None, None, None, None, None, None, 헥터, 김원섭, 김주형, 이범호, 김호령, 김주찬, 윤정우, 필, 이홍구, 이호신, 오준혁, 박찬호, 나지완, None, None, None, None, None, None, None
3.19,13:00,kt,2:1,NC, 스튜어트, 이종욱, 손시헌, 김태진, 박석민, 윤병호, 조영훈, 김성욱, 테임즈, 나성범, 김태군, 김종호, 박민우, 이호준, None, None, None, None, None, None, 정대현, 윤요섭, 김상현, 배병옥, 유한준, 김사연, 마르테, 박기혁, 박경수, 하준호, 이대형, 김종민, None, None, None, None, None, None, None, None
3.19,13:00,LG,7:7,SK, 박종훈, 정의윤, 유서준, 박정권, 최승준, 이진석, 이대수, 이재원, 김성현, 김강민, 이명기, 고메즈, 김동엽, None, None, None, None, None, None, None, 이준형, 이병규, 양석환, 정성훈, 최경철, 정상호, 임훈, 히메네스, 장준원, 박용택, 채은성, 정주현, 이병규, 이천웅, None, None, None, None, None, None
3.19,13:00,삼성,3:7,넥센, 코엘로, 장시윤, 김하성, 박정음, 윤석민, 임병욱, 김재현, 송성문, 이택근, 강지광, 박동원, 서건창, 김민성, 장영석, None, None, None, None, None, None, 차우찬, 발디리스, 이흥련, 최형우, 이승엽, 박한이, 김재현, 구자욱, 박해민, 성의준, 배영섭, 이지영, 백상원, 김상수, None, None, None, None, None, None
3.23,13:00,한화,8:4,NC, 이민호, 이종욱, 손시헌, 조평호, 김태진, 용덕한, 박석민, 윤병호, 이재율, 김준완, 조영훈, 테임즈, 나성범, 강민국, 김태군, 김종호, 박민우, None, None, None, 김민우, 로사리오, 신성현, 장민석, 김태균, 권용관, 이성열, 하주석, 최윤석, 이용규, 주현상, 조인성, 정근우, 최진행, None, None, None, None, None, None
3.23,13:00,kt,8:0,KIA, 윤석민, 김주형, 이범호, 김호령, 김민우, 박진두, 윤정우, 필, 이홍구, 한승택, 오준혁, 박찬호, 윤완주, 고영우, 이성우, 최병연, 이호신, None, None, None, 밴와트, 김상현, 배병옥, 김민혁, 마르테, 문상철, 박경수, 심우준, 이대형, 김종민, 김동명, 윤요섭, 김사연, 김연훈, None, None, None, None, None, None
