최동환, LG, 0.262, 67.8, 4.41, 0.76, 5.00, 5.20, 0.13
김강률, 두산, 0.354, 67.8, 5.14, 0.35, 5.26, 5.36, 0.13
하영민, 넥센, 0.337, 77.7, 3.14, 0.77, 4.80, 5.02, 0.12
김민수, kt, 0.419, 70.5, 6.75, 0.15, 5.04, 4.99, 0.12
박준영, NC, 0.337, 51.5, 6.95, -0.17, 5.25, 5.08, 0.12
권오준, 삼성, 0.300, 85.0, 3.88, 0.95, 5.71, 5.65, 0.11
심재민, kt, 0.386, 69.1, 5.47, 0.54, 5.25, 5.51, 0.09
이승현, LG, 0.328, 68.2, 5.49, 0.14, 5.86, 6.01, 0.09
정재원, 한화, 0.351, 54.0, 7.59, -0.14, 4.78, 4.76, 0.09
강영식, 롯데, 0.333, 72.9, 5.40, -0.11, 6.45, 6.38, 0.09
김명찬, KIA, 0.372, 72.8, 4.85, 0.13, 4.41, 4.36, 0.08
홍성무, kt, 0.360, 65.2, 4.00, 0.02, 4.35, 3.54, 0.08
신승현, LG, 0.286, 66.4, 4.96, 1.13, 4.94, 5.06, 0.08
신용운, 삼성, 0.414, 63.2, 3.38, 0.09, 4.67, 4.79, 0.07
전인환, LG, 0.235, 100.0, 0.00, 0.32, 4.11, 4.16, 0.07
임서준, NC, 0.417, 61.5, 5.68, -0.02, 3.95, 4.07, 0.07
최성훈, LG, 0.374, 53.8, 7.15, -0.33, 4.98, 5.40, 0.07
박민호, SK, 0.295, 69.6, 4.91, 0.48, 5.21, 5.45, 0.06
레온, 삼성, 0.519, 52.6, 11.25, -0.22, 6.04, 5.84, 0.06
정영일, SK, 0.206, 67.2, 4.74, 0.41, 5.74, 5.85, 0.06
최성영, NC, 0.533, 90.0, 1.93, 0.10, 3.36, 3.21, 0.06
유원상, LG, 0.350, 67.0, 6.38, 0.40, 5.92, 6.13, 0.04
박한길, 롯데, 0.390, 55.6, 6.06, -0.14, 4.83, 5.00, 0.04
함덕주, 두산, 0.370, 71.4, 6.23, 0.11, 5.64, 5.88, 0.03
김승현, 삼성, 0.167, 100.0, 0.00, 0.07, 2.79, 2.83, 0.03
김태훈, SK, 0.292, 78.9, 4.30, 0.17, 5.70, 5.99, 0.03
배장호, 롯데, 0.321, 77.7, 3.80, 0.48, 5.06, 5.44, 0.02
양훈, 넥센, 0.387, 57.1, 8.28, -0.54, 6.14, 6.56, 0.02
이건욱, SK, 0.667, 0.0, 27.00, -0.07, 0.79, -0.28, 0.02
윤규진, 한화, 0.344, 68.0, 6.82, 0.68, 6.57, 6.67, 0.02
김유영, 롯데, 0.327, 55.7, 6.55, -0.17, 5.66, 5.65, 0.02
정현욱, LG, 0.295, 55.9, 7.29, -0.09, 6.41, 6.41, 0.02
김경태, 한화, 0.429, 69.0, 7.71, 0.03, 6.28, 6.11, 0.01
김사율, kt, 0.275, 66.0, 5.34, 0.03, 5.51, 5.42, 0.01
박민규, 삼성, 0.350, 75.0, 4.26, 0.04, 4.90, 5.16, 0.01
전병두, SK, 0.000, -, 0.00, 0.02, 3.79, 4.39, 0.01
안상빈, kt, 0.281, 72.9, 6.00, 0.14, 6.71, 6.68, 0.01
민태호, NC, 0.341, 65.0, 6.04, 0.35, 5.45, 5.70, 0.00
코프랜드, LG, 0.286, 61.6, 5.54, 0.34, 6.68, 7.08, 0.00
이영재, LG, 1.000, 0.0, -, 0.00, -, -, 0.00
이용호, 두산, 0.375, 75.0, 5.40, 0.01, 5.59, 6.47, -0.00
박정준, 넥센, 0.421, 33.3, 19.29, -0.28, 7.01, 7.64, -0.01
김대현, LG, 0.333, 50.0, 5.40, -0.06, 5.59, 6.62, -0.01
배힘찬, KIA, 0.286, 46.5, 7.94, -0.04, 6.97, 7.44, -0.01
이상화, kt, 0.410, 59.8, 7.99, -0.53, 6.03, 5.97, -0.01
김윤환, 넥센, 0.000, 100.0, 0.00, 0.03, 6.79, 7.86, -0.01
유재훈, 넥센, -, 100.0, 0.00, 0.01, 15.79, 15.85, -0.02
류희운, kt, 0.364, 41.1, 10.80, -0.17, 5.71, 6.09, -0.02
김선규, NC, 0.352, 83.3, 2.93, 0.38, 5.62, 6.08, -0.02
정동현, KIA, 0.281, 59.5, 6.00, 0.24, 5.96, 6.53, -0.02
조한욱, SK, 0.167, 100.0, 0.00, 0.08, 7.22, 7.67, -0.03
박종윤, 넥센, 0.455, 85.7, 4.50, 0.05, 6.79, 7.86, -0.03
정용운, KIA, 0.385, 60.5, 7.89, -0.11, 5.91, 6.31, -0.03
채선관, kt, 1.000, 75.0, 27.00, -0.04, 21.79, 25.19, -0.03
박성민, 두산, 0.444, 89.3, 5.40, 0.03, 7.69, 7.60, -0.03
이경우, 롯데, 0.286, 0.0, 13.50, -0.08, 9.29, 9.39, -0.04
정용준, 넥센, 0.226, 69.0, 4.00, 0.04, 6.24, 6.73, -0.04
안영명, 한화, 0.529, 23.1, 20.25, -0.50, 7.54, 8.42, -0.04
홍영현, 두산, 0.400, 66.2, 7.11, -0.06, 6.79, 6.80, -0.05
강승현, 롯데, 0.414, 61.7, 9.72, -0.05, 7.03, 7.00, -0.05
김학성, NC, 0.478, 53.3, 14.54, -0.26, 6.56, 7.65, -0.05
김민우, 한화, 0.500, 42.0, 15.83, -0.57, 7.52, 7.72, -0.05
정찬헌, LG, 0.292, 72.7, 3.38, 0.32, 4.29, 4.60, -0.06
박상혁, NC, 0.333, 87.0, 7.71, 0.01, 10.65, 10.46, -0.06
허준혁, 두산, 0.308, 71.0, 5.64, 1.24, 6.56, 6.74, -0.06
임현준, 삼성, 0.500, 27.8, 36.00, -0.13, 19.79, 21.20, -0.06
황재규, 한화, 0.500, 17.2, 24.55, -0.34, 8.70, 9.17, -0.06
조현근, 삼성, 0.500, 60.6, 13.50, -0.21, 9.04, 9.03, -0.06
김성재, 롯데, 0.333, 95.2, 7.36, 0.10, 10.88, 10.88, -0.06
정인욱, 삼성, 0.318, 63.9, 6.81, 0.12, 6.65, 6.87, -0.07
강동연, 두산, 0.333, 57.4, 8.22, -0.03, 7.97, 8.09, -0.07
곽정철, KIA, 0.337, 63.2, 7.90, 0.06, 6.68, 7.07, -0.07
이정담, SK, 0.238, 75.8, 5.06, 0.04, 7.35, 8.15, -0.07
윤근영, kt, 0.333, 50.0, 6.75, -0.14, 7.79, 8.87, -0.07
김진우, KIA, 0.289, 79.8, 4.80, 0.25, 6.26, 6.35, -0.07
김범수, 한화, 0.294, 60.3, 9.53, -0.07, 8.03, 8.28, -0.07
김승회, SK, 0.347, 67.9, 5.92, -0.03, 5.35, 5.25, -0.08
김정인, 넥센, 0.375, 100.0, 0.00, 0.10, 8.79, 9.89, -0.08
벨레스터, 삼성, 0.396, 58.8, 8.03, -0.28, 6.95, 7.56, -0.08
이현호, 두산, 0.365, 63.0, 7.09, -0.40, 5.34, 5.46, -0.08
김동호, 삼성, 0.369, 62.5, 7.64, -0.08, 6.03, 6.20, -0.09
차재용, 롯데, 0.222, 17.9, 20.25, -0.18, 13.17, 14.50, -0.09
이동걸, 한화, 0.222, 96.2, 5.40, 0.09, 9.79, 10.40, -0.09
유창식*, KIA, 0.333, 75.8, 20.25, -0.11, 27.04, 29.82, -0.10
정회찬, 넥센, 0.235, 63.2, 6.52, 0.00, 6.79, 7.74, -0.11
전상현, KIA, 0.381, 61.4, 8.10, -0.23, 6.87, 6.85, -0.13
마정길, 넥센, 0.283, 77.6, 4.10, 1.17, 5.99, 5.99, -0.13
배민관, LG, 0.111, 111.1, 6.35, -0.01, 10.85, 11.39, -0.13
이태양*, NC, 0.270, 82.1, 4.21, 1.64, 6.68, 7.03, -0.13
황덕균, 넥센, 0.189, 89.3, 3.31, 0.71, 7.28, 7.94, -0.13
임대한, 삼성, 0.333, 67.1, 5.14, 0.21, 5.51, 5.88, -0.13
강윤구, 넥센, 0.000, 0.0, 18.00, -0.10, 19.79, 20.96, -0.13
이정훈, 넥센, 0.414, 70.1, 7.00, -0.12, 5.90, 6.15, -0.14
유경국, LG, 0.300, 72.9, 6.75, 0.04, 8.48, 9.45, -0.14
유재유, LG, 0.333, 49.3, 13.50, -0.34, 9.94, 10.56, -0.17
박정배, SK, 0.295, 61.6, 5.40, 0.18, 5.40, 5.63, -0.18
김용주, 한화, 0.347, 51.3, 9.77, -0.41, 6.79, 7.00, -0.18
봉중근, LG, 0.296, 70.7, 4.95, 0.57, 6.10, 6.42, -0.21
박세진, kt, 0.284, 80.0, 5.14, 0.29, 7.98, 8.47, -0.21
김원중, 롯데, 0.238, 57.4, 9.39, -0.10, 9.01, 9.40, -0.22
신재웅, SK, 0.250, 78.9, 5.50, 0.09, 7.96, 8.06, -0.22
김성배, 두산, 0.412, 74.0, 6.03, -0.10, 5.77, 5.85, -0.22
임기준, KIA, 0.347, 71.6, 6.03, 0.62, 7.11, 7.75, -0.22
정대현, 롯데, 0.344, 82.3, 5.19, 0.42, 7.14, 7.60, -0.24
마에스트리, 한화, 0.359, 52.7, 9.42, -0.69, 7.66, 7.96, -0.25
강장산, NC, 0.200, 93.8, 11.57, -0.17, 17.93, 18.74, -0.26
최충연, 삼성, 0.346, 57.3, 12.91, -0.37, 9.92, 10.35, -0.26
조승수, 두산, 0.324, 60.4, 10.80, -0.26, 9.31, 10.23, -0.28
김재영, 한화, 0.390, 57.3, 10.32, -0.35, 8.29, 9.03, -0.29
안지만, 삼성, 0.343, 73.4, 5.79, 0.47, 6.26, 5.92, -0.30
장진용, LG, 0.300, 20.4, 20.25, -0.51, 13.17, 13.84, -0.30
이성민*, 롯데, 0.355, 63.5, 7.08, -0.20, 6.30, 6.44, -0.31
김건태, 넥센, 0.295, 66.4, 5.26, 0.31, 6.41, 6.82, -0.36
이준영, KIA, 0.281, 58.4, 8.66, -0.37, 7.81, 8.28, -0.36
이재우, 한화, 0.325, 80.7, 6.04, 0.02, 8.88, 9.05, -0.41
문광은, SK, 0.407, 66.4, 9.53, -0.57, 8.09, 8.06, -0.53
김기태, 삼성, 0.290, 66.3, 7.08, 0.34, 7.63, 7.98, -0.73
김윤동, KIA, 0.271, 73.3, 5.43, 0.71, 6.55, 6.55, -0.80
한기주, KIA, 0.350, 67.6, 7.62, -0.19, 7.06, 7.43, -0.92
