삼성, 0.318, 70.3, 4.70, 29.23, 4.72, 4.58, 21.27
LG, 0.329, 69.1, 4.64, 28.98, 4.53, 4.51, 21.15
NC, 0.306, 72.5, 4.26, 34.12, 4.73, 4.70, 19.81
SK, 0.328, 70.5, 4.73, 28.94, 4.68, 4.60, 18.80
두산, 0.329, 68.5, 5.03, 27.66, 4.86, 4.88, 16.32
넥센, 0.329, 67.4, 4.95, 21.47, 4.81, 4.81, 16.29
롯데, 0.333, 68.3, 5.11, 24.20, 4.98, 5.00, 13.73
kt, 0.354, 66.5, 5.56, 13.79, 5.08, 5.11, 12.23
KIA, 0.325, 70.7, 4.80, 25.14, 5.06, 5.13, 11.51
한화, 0.308, 69.0, 5.11, 22.29, 5.43, 5.57, 7.83
