NC, 0.318, 71.1, 4.49, 35.09, 4.79, 4.64, 22.26
두산, 0.320, 72.2, 4.46, 35.02, 4.96, 4.94, 19.93
KIA, 0.333, 68.2, 4.99, 26.76, 5.03, 5.03, 17.05
LG, 0.323, 66.6, 5.10, 26.42, 5.06, 5.13, 16.73
넥센, 0.328, 69.4, 4.96, 28.14, 5.11, 5.14, 15.59
kt, 0.357, 64.4, 5.93, 16.81, 5.23, 5.23, 14.50
롯데, 0.341, 66.7, 5.63, 20.32, 5.36, 5.33, 14.44
SK, 0.317, 67.8, 4.94, 24.90, 5.23, 5.24, 14.36
한화, 0.340, 65.7, 5.76, 18.17, 5.44, 5.47, 9.83
삼성, 0.328, 67.5, 5.64, 19.78, 5.69, 5.73, 9.16
